sample_name	age	bmi	sex	race	title	updrs	height	weight	cage_id	cohoused	genotype	hy_stage	latitude	pd_class	age_units	elevation	env_biome	longitude	cage_mates	host_taxid	life_stage	description	env_feature	env_package	medications	sample_type	alt_pd_class	donor_status	env_material	geo_loc_name	mice_in_cage	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	disease_status	fecal_donor_id	host_body_site	pd_class_score	sem_group_beam	anonymized_name	hind_limb_score	host_subject_id	mean_group_beam	scientific_name	disease_duration	host_body_habitat	host_body_product	day_post_transplant	sem_group_pole_time	collection_timestamp	fecal_pellets_15_min	host_scientific_name	mean_group_pole_time	constipation_duration	constipation_severity	constipation_re_diagnosis	sem_adhesive_removal_time	mean_adhesive_removal_time	physical_specimen_location	physical_specimen_remaining	qiita_study_id
10483.recip.544.ASO.HC4.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c52	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	561	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_154a	uberon:feces	2	not provided	B65	not provided	560	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	01/25/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.NA6	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable	Control	Negative	Sterile water blank	TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	NA6	not applicable	NA6	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.572.WT.OBASO.D7	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c79	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	641	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	elp_035	uberon:feces	2	not provided	G5	not provided	640	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	02/29/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK3.3F	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable	Control	Negative	Sterile water blank	TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.3F	not applicable	BLANK3.3F	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK7.11H	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.11H	not applicable	BLANK7.11H	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.452.ASO.PD3.D7	57	23.7	male	caucasian	sampson_mazmanian_parkinsons_mice	27	not provided	not provided	not provided	not provided	not provided	2	34.1386	not provided	years	767	urban biome	-118.1255	not provided	9606	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	human-associated habitat	human-gut	sertaline 150mg / day: buproprion xl 300 mg / day	feces	not provided	pd	feces	USA:CA:Pasadena	not provided	Host-associated	Animal	Animal distal gut	TRUE	pd	pdgi_11	uberon:feces	not provided	not provided	A5	not provided	PDGI_11	not provided	human gut metagenome	2	uberon:feces	uberon:feces	not provided	not provided	restricted access	not provided	homo sapiens	not provided	0	0	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.542.WT.HC4.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c50	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	547	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	3	not provided	B63	not provided	549	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	01/25/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK7.10E	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.10E	not applicable	BLANK7.10E	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.636.ASO.PD6.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c76	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	637	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_3	uberon:feces	4	not provided	G1	not provided	636	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	02/29/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.583.ASO.OBASO.D7	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c79	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	640	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	elp_035	uberon:feces	2	not provided	G6	not provided	641	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	02/29/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.292.WT.OB2.D49	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c72	true	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	624	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_058	uberon:feces	1	not provided	F11	not provided	625	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	02/22/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.465.ASO.PD3.D7	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c44	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	537	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	3	not provided	A60	not provided	538	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	01/18/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.400.ASO.HC2.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0325	c29	false	bdf1	not provided	34.1386	healthy	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, healthy	healthy	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	mma_008	uberon:feces	1	0.8747	C79	0	413	4.678	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	1.509	12/17/2015 10:00	4	mus musculus	7.096	not provided	not provided	not provided	0.4704	1.94	UCSDMI	TRUE	10483
10483.recip.462.WT.PD3.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c43	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	539	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	4	not provided	B50	not provided	536	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	01/25/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.314.WT.HC1.D49	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0391	c18	true	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	320	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_1	uberon:feces	3	0.5335	C62	0	321	4.32	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	0.5433	11/12/2015 10:00	7	mus musculus	3.918	not provided	not provided	not provided	0.1023	0.69	UCSDMI	TRUE	10483
10483.recip.391.ASO.PD2.D7	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c31	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	437	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	dys_108a	uberon:feces	2	not provided	A38	not provided	435	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	11/16/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.541.ASO.HC4.D14	7	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c50	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	546	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_7	uberon:feces	4	not provided	B62	not provided	548	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	14	not provided	01/25/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.323.ASO.PD1.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c27	true	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	403	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	2	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_2	uberon:feces	4	not provided	C10	not provided	402	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	11/19/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.recip.561.ASO.HC4.D21	8	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c25	false	thy1-asyn	not provided	34.1386	pd	weeks	263	urban biome	-118.1255	390	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, pd	pd	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_2	uberon:feces	4	not provided	C6	not provided	391	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	21	not provided	11/19/2015 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
